500	1	0	1.671	1.017	0.192	0.395	1
250	0.5	0	1.985	0.935	0.183	0.392	1
125	0.25	0	2.488	0.999	0.202	0.402	1
50	0.1	0	3.362	0.788	0.177	0.382	1
10	0.02	0	3.837	0.924	0.133	0.346	1
5	0.01	0	3.856	0.683	0.11	0.313	0.8
