500	1	0	1.51	4.628	4.381	4.126
250	1	0	1.394	0.645	4.152	1.524
250	0.5	0	1.577	1.204	4.381	5.705
125	0.5	0	2.154	1.349	3.848	1.108
125	0.25	0	1.74	0.462	3.371	3.049
50	0.25	0	2.5	0.575	3.743	1.749
50	0.72	0.348	2.485	5.037	4.055	7.719
10	0.896	0.002	4.471	11.366	3.642	4.317
10	0.18	0.001	2.615	4.565	4.887	9.55
5	0.278	0.222	12.593	23.079	5.098	7.64
5	0.39	0.186	14.752	28.083	4.626	10.3
5	0	NaN	14.713	27.012	4.626	11.318
