500	1	0	2.173	1.019	1.048	0.699
250	1	0	3.681	1.34	1.034	0.613
125	0.963	0	4.977	1.129	0.897	0.972
50	0.883	0.006	5.871	1.755	0.864	0.945
10	0.627	0.003	9.239	6.511	0.958	1.301
5	0.478	0.023	14.374	8.499	0.779	1.382
