500	1	0	2.221	1.157	2.371	0.983
250	1	0	3.672	1.315	2.41	2.031
125	0.958	0.007	5.01	1.337	2.255	1.618
50	0.892	0.003	13.489	48.712	3.799	16.303
10	0.671	0.006	11.836	23.019	1.991	4.728
5	0.524	0.014	34.555	37.348	2.107	3.589
