1	0.96	0.006	5.276	1.502	0.604	0.563
5	0.963	0	4.977	1.129	0.897	0.972
10	0.96	0.006	5.258	1.473	1.409	1.248
25	0.958	0.007	5.01	1.337	2.255	1.618
50	0.955	0.007	5.891	15.624	3.897	3.016
100	0.945	0.007	8.641	4.423	14.527	7.573
