500	1	0	2.538	1.386	6.714	2.385
250	0.98	0.011	3.935	1.491	6.831	3.693
125	0.945	0.007	8.641	4.423	14.527	7.573
50	0.887	0.003	66.838	244.021	11.735	23.635
10	0.712	0.005	587.242	661.816	6.112	10.566
5	0.555	0.021	3293.868	2229.939	5.834	12.516
