1	1	0	2.26	1.166	0.59	0.532
5	1	0	2.173	1.019	1.048	0.699
10	1	0	2.288	1.146	1.448	0.759
25	1	0	2.221	1.157	2.371	0.983
50	1	0	2.317	1.193	3.686	2.077
100	1	0	2.538	1.386	6.714	2.385
