1	0.882	0.008	6.699	2.318	0.538	0.664
5	0.883	0.006	5.871	1.755	0.864	0.945
10	0.879	0.004	6.956	2.487	1.31	1.069
25	0.892	0.003	13.489	48.712	3.799	16.303
50	0.886	0.007	9.662	13.815	5.655	5.953
100	0.887	0.003	66.838	244.021	11.735	23.635
