500	1	0	2.288	1.146	1.448	0.759
250	1	0	3.887	1.295	1.298	0.807
125	0.96	0.006	5.258	1.473	1.409	1.248
50	0.879	0.004	6.956	2.487	1.31	1.069
10	0.625	0.005	7.665	4.292	1.264	1.365
5	0.536	0.01	11.829	44.128	0.52	0.97
