500	1	0	2.464	1.388	0.167	0.375	1
250	0.5	0	2.618	2.37	0.227	0.419	1
125	0.25	0	2.599	1.113	0.195	0.404	1
50	0.1	0	3.33	1.076	0.21	0.41	1
10	0.02	0	3.65	1.024	0.147	0.357	1
5	0.01	0	3.972	1.113	0.143	0.35	0.9
