1	1	0	3.652	1.15	0.639	0.557
5	1	0	3.681	1.34	1.034	0.613
10	1	0	3.887	1.295	1.298	0.807
25	1	0	3.672	1.315	2.41	2.031
50	0.99	0.014	3.584	1.248	3.768	2.241
100	0.98	0.011	3.935	1.491	6.831	3.693
