500	1	0	2.317	1.193	3.686	2.077
250	0.99	0.014	3.584	1.248	3.768	2.241
125	0.955	0.007	5.891	15.624	3.897	3.016
50	0.886	0.007	9.662	13.815	5.655	5.953
10	0.691	0.005	20.458	31.621	3.736	5.424
5	0.548	0.01	232.356	79.916	2.821	5.771
