1	0.429	0.008	17.268	8.285	0.46	0.787
5	0.478	0.023	14.374	8.499	0.779	1.382
10	0.536	0.01	11.829	44.128	0.52	0.97
25	0.524	0.014	34.555	37.348	2.107	3.589
50	0.548	0.01	232.356	79.916	2.821	5.771
100	0.555	0.021	3293.868	2229.939	5.834	12.516
